108,Sewer,2019-09-26 11:09:47,2019-09-26 15:39:28,Completed,168
109,Sewer,2003-12-16 05:02:18,2003-12-16 11:06:13,Completed,680
110,Pipeline,2004-08-22 18:36:26,2004-08-22 21:02:54,Completed,607
111,Traffic Light,2008-06-30 14:22:42,2008-06-30 22:51:36,Completed,140
112,Sewer,2008-09-15 14:39:25,2008-09-15 19:48:28,Completed,183
113,Electricity,2001-05-01 06:11:48,2001-05-01 07:13:56,Completed,170
114,Road Construction,2003-03-27 22:23:51,2003-03-28 04:39:28,Completed,913
115,Road Construction,2018-04-17 20:58:50,2018-04-18 07:02:00,Completed,34
116,Road Construction,2002-01-14 09:55:55,2002-01-14 20:02:48,Completed,975
117,Sewer,2016-07-25 22:46:59,2016-07-26 01:55:08,Completed,807
118,Electricity,2022-02-20 04:19:28,2022-02-20 05:22:45,Completed,123
119,Traffic Light,2002-07-26 00:35:21,2002-07-26 07:37:03,Completed,280
120,Traffic Light,2000-01-18 11:25:27,2000-01-18 16:40:59,Completed,190
121,Powerline,2000-04-07 04:25:03,2000-04-07 09:29:36,Completed,741
122,Electricity,2001-03-05 06:36:05,2001-03-05 09:48:39,Completed,774
123,Powerline,2020-09-29 01:14:30,2020-09-29 04:26:44,Completed,180
124,Traffic Light,2007-05-20 22:57:14,2007-05-21 07:13:47,Completed,366
125,Pipeline,2004-10-21 10:58:03,2004-10-21 12:24:00,Completed,757
126,Powerline,2022-03-05 14:17:39,,Not Started,916
127,Powerline,2020-07-23 10:38:42,2020-07-23 14:04:25,Completed,702
128,Traffic Light,2006-05-19 03:44:00,2006-05-19 11:46:22,Completed,691
129,Electricity,2011-03-10 20:22:56,2011-03-11 06:26:07,Completed,57
130,Powerline,2011-05-02 16:01:41,2011-05-03 01:16:37,Completed,920
131,Electricity,2017-10-13 01:47:26,2017-10-13 06:16:33,Completed,704
132,Sewer,2006-01-02 15:24:41,2006-01-02 18:28:47,Completed,867
133,Road Construction,2014-08-27 07:20:38,2014-08-27 12:47:12,Completed,737
134,Powerline,2018-04-26 09:42:34,2018-04-26 13:50:25,Completed,587
135,Powerline,2014-11-03 16:26:39,2014-11-03 19:35:32,Completed,302
136,Traffic Light,2017-03-09 23:52:45,2017-03-10 04:12:52,Completed,708
137,Powerline,2013-07-03 12:35:02,2013-07-03 20:00:10,Completed,770
138,Electricity,2013-03-10 19:00:48,2013-03-11 05:02:51,Completed,823
139,Sewer,2012-09-21 21:30:57,2012-09-22 07:54:50,Completed,62
140,Sewer,2016-06-22 05:42:47,2016-06-22 13:52:42,Completed,985
141,Road Construction,2020-05-23 11:25:48,2020-05-23 12:31:29,Completed,211
142,Road Construction,2012-06-11 15:27:50,2012-06-11 17:30:59,Completed,540
143,Sewer,2012-10-13 09:53:15,,Not Started,960
144,Pipeline,2015-12-04 00:31:53,2015-12-04 02:47:31,Completed,931
145,Traffic Light,2018-05-28 00:06:43,2018-05-28 04:31:10,Completed,299
146,Powerline,2005-07-26 01:23:07,2005-07-26 04:45:15,Completed,372
147,Electricity,2022-03-30 17:25:04,2022-03-30 18:31:03,Completed,508
148,Pipeline,2009-01-19 00:44:18,2009-01-19 02:01:53,Completed,794
149,Road Construction,2003-10-01 00:37:02,2003-10-01 09:57:06,Completed,961
150,Sewer,2006-11-28 03:50:49,2006-11-28 06:00:22,Completed,50
151,Pipeline,2004-03-17 23:36:25,2004-03-18 08:46:07,Completed,568
152,Sewer,2016-12-06 17:56:29,2016-12-06 19:25:22,Completed,524
153,Traffic Light,2019-04-25 20:19:55,2019-04-26 06:48:50,Completed,957
154,Road Construction,2002-02-05 20:13:32,2002-02-06 02:15:53,Completed,748
155,Powerline,2019-10-26 21:08:55,2019-10-27 03:10:52,Completed,397
156,Electricity,2019-03-27 23:59:35,,In Progress,679
157,Pipeline,2019-01-18 11:19:46,2019-01-18 17:38:07,Completed,743
158,Sewer,2004-03-02 10:51:57,2004-03-02 16:01:29,Completed,987
159,Traffic Light,2017-04-26 09:42:49,2017-04-26 17:50:26,Completed,568
160,Pipeline,2012-12-11 06:50:29,,In Progress,105
161,Traffic Light,2014-04-24 01:39:30,,In Progress,491
162,Traffic Light,2017-06-10 21:31:49,2017-06-11 05:43:47,Completed,190
163,Traffic Light,2023-10-31 16:06:05,2023-11-01 01:10:49,Completed,523
164,Pipeline,2011-10-15 19:56:56,2011-10-16 06:23:15,Completed,666
165,Electricity,2016-10-27 05:19:20,2016-10-27 13:32:54,Completed,920
166,Powerline,2002-03-06 20:29:52,2002-03-07 05:32:12,Completed,218
167,Traffic Light,2014-03-23 10:17:15,2014-03-23 11:46:39,Completed,414
168,Electricity,1998-06-21 05:14:32,1998-06-21 08:33:25,Completed,421
169,Electricity,2011-09-25 03:07:21,2011-09-25 12:30:20,Completed,358
170,Sewer,2008-11-20 22:54:31,2008-11-21 06:09:08,Completed,816
171,Electricity,2022-08-15 11:25:54,2022-08-15 14:30:34,Completed,749
172,Sewer,2002-03-01 08:05:03,2002-03-01 11:16:36,Completed,816
173,Electricity,2000-03-04 16:48:01,2000-03-04 19:50:18,Completed,107
174,Electricity,2007-01-27 02:26:55,2007-01-27 03:33:51,Completed,572
175,Road Construction,2016-09-24 07:28:40,2016-09-24 15:57:48,Completed,126
176,Road Construction,2002-01-13 03:17:16,2002-01-13 09:19:24,Completed,634
177,Road Construction,2022-05-22 19:07:18,2022-05-23 00:22:23,Completed,282
178,Electricity,2019-10-10 07:39:15,2019-10-10 14:51:40,Completed,503
179,Electricity,2001-06-22 23:57:30,2001-06-23 06:17:58,Completed,686
180,Traffic Light,2011-10-20 08:38:36,2011-10-20 16:57:16,Completed,598
181,Powerline,2016-05-02 19:32:15,2016-05-02 23:35:23,Completed,606
182,Powerline,2006-01-11 22:30:46,2006-01-12 03:45:34,Completed,381
183,Electricity,2021-04-04 21:57:54,2021-04-05 00:16:18,Completed,29
184,Electricity,1998-08-31 10:06:32,1998-08-31 20:32:08,Completed,485
185,Pipeline,2011-03-16 03:15:06,2011-03-16 07:19:15,Completed,982
186,Electricity,2013-11-20 17:56:18,2013-11-21 03:22:17,Completed,843
187,Sewer,2022-10-28 01:26:31,2022-10-28 07:28:19,Completed,252
188,Electricity,2014-02-06 08:17:37,2014-02-06 11:42:35,Completed,163
189,Road Construction,2008-12-16 23:12:08,2008-12-17 09:16:05,Completed,264
190,Traffic Light,2017-01-01 03:04:56,2017-01-01 10:31:37,Completed,107
191,Traffic Light,2000-01-06 04:38:05,,In Progress,61
192,Traffic Light,2017-08-21 01:45:45,2017-08-21 05:03:07,Completed,159
193,Traffic Light,2014-04-05 09:13:05,2014-04-05 19:32:22,Completed,344
194,Electricity,2020-06-30 21:57:22,2020-07-01 00:08:13,Completed,756
195,Electricity,2017-02-16 09:10:18,2017-02-16 13:35:10,Completed,544
196,Pipeline,2011-04-19 23:14:33,2011-04-20 05:28:58,Completed,801
197,Pipeline,2021-01-02 09:32:19,2021-01-02 18:02:10,Completed,136
198,Pipeline,2023-08-12 12:24:46,2023-08-12 20:41:25,Completed,421
199,Road Construction,1997-12-05 22:42:55,1997-12-06 03:47:56,Completed,259
200,Pipeline,1997-10-21 12:23:57,1997-10-21 19:52:15,Completed,172
201,Powerline,2024-05-26 05:07:38,,In Progress,499
202,Road Construction,2019-11-10 13:37:15,,Not Started,151
203,Traffic Light,2000-04-04 01:50:30,,Not Started,895
204,Powerline,2023-01-14 17:07:52,2023-01-14 23:28:00,Completed,212
205,Road Construction,2001-03-07 22:45:35,2001-03-08 02:05:48,Completed,133
206,Traffic Light,2004-05-31 00:52:03,2004-05-31 09:08:52,Completed,748
207,Electricity,2005-08-12 02:48:07,2005-08-12 13:00:31,Completed,909
208,Road Construction,2016-05-12 18:26:12,2016-05-12 23:51:47,Completed,607
209,Powerline,2003-04-19 18:16:44,2003-04-20 04:30:46,Completed,361
210,Electricity,2014-12-25 02:30:21,2014-12-25 05:59:28,Completed,369
211,Traffic Light,2014-02-04 10:23:57,2014-02-04 19:45:49,Completed,873
212,Road Construction,2003-05-18 14:11:55,,In Progress,708
213,Road Construction,1999-06-15 22:48:14,1999-06-15 23:55:56,Completed,811
214,Road Construction,1999-04-23 15:29:50,1999-04-24 01:59:43,Completed,298
215,Pipeline,2018-12-18 02:24:28,2018-12-18 10:40:47,Completed,326
216,Road Construction,2002-02-28 17:28:55,,In Progress,343
217,Powerline,2012-06-14 16:00:11,2012-06-15 01:24:41,Completed,515
218,Sewer,2013-10-14 02:11:08,2013-10-14 06:17:25,Completed,830
219,Road Construction,2017-07-30 03:59:24,2017-07-30 12:28:31,Completed,47
220,Powerline,2015-01-09 15:51:06,2015-01-09 17:53:57,Completed,110
221,Electricity,1997-09-13 01:52:18,1997-09-13 07:14:16,Completed,748
222,Traffic Light,2021-11-19 08:10:37,2021-11-19 11:20:38,Completed,727
223,Sewer,2018-05-20 02:18:40,,Not Started,424
224,Traffic Light,2000-12-12 05:26:52,,In Progress,105
225,Traffic Light,2020-04-13 12:25:57,2020-04-13 14:31:11,Completed,763
226,Sewer,2004-11-07 06:09:59,2004-11-07 11:25:54,Completed,847
227,Electricity,2011-07-23 14:33:36,,Not Started,565
228,Traffic Light,2000-02-20 00:06:20,2000-02-20 10:09:16,Completed,667
229,Sewer,2023-01-14 03:11:42,2023-01-14 09:17:10,Completed,493
230,Road Construction,2007-06-20 12:45:17,2007-06-20 15:06:14,Completed,500
231,Powerline,2006-01-05 14:37:40,2006-01-06 00:40:37,Completed,983
232,Traffic Light,2012-11-04 08:55:08,2012-11-04 11:07:37,Completed,172
233,Pipeline,2013-10-31 01:48:17,2013-10-31 04:13:44,Completed,807
234,Road Construction,2004-05-18 12:33:58,2004-05-18 17:04:55,Completed,700
235,Pipeline,2016-06-28 08:47:05,2016-06-28 13:53:00,Completed,219
236,Powerline,2019-06-10 11:17:52,2019-06-10 14:27:48,Completed,469
237,Pipeline,2016-06-05 13:17:36,2016-06-05 20:35:19,Completed,889
238,Electricity,2000-10-28 03:27:35,2000-10-28 10:43:18,Completed,509
239,Pipeline,2017-04-10 10:23:37,2017-04-10 19:26:31,Completed,249
240,Electricity,2006-07-30 17:27:34,2006-07-31 01:49:50,Completed,360
241,Road Construction,2005-05-25 14:08:09,2005-05-25 22:25:55,Completed,349
242,Powerline,2006-06-28 12:05:11,2006-06-28 13:10:38,Completed,39
243,Pipeline,2008-10-12 19:12:01,2008-10-12 20:34:05,Completed,723
244,Sewer,2008-12-10 02:22:56,2008-12-10 06:30:05,Completed,327
245,Pipeline,2003-09-28 12:44:10,2003-09-28 14:48:56,Completed,34
246,Road Construction,2022-05-31 10:46:10,2022-05-31 15:15:41,Completed,562
247,Electricity,2013-04-21 19:59:23,2013-04-22 03:10:09,Completed,927
248,Electricity,2023-03-09 06:24:04,2023-03-09 13:32:54,Completed,908
249,Sewer,2008-04-12 06:50:21,2008-04-12 14:08:12,Completed,490
250,Traffic Light,2016-02-29 09:10:13,2016-02-29 10:20:40,Completed,153
251,Electricity,2002-04-23 12:14:18,2002-04-23 21:24:47,Completed,139
252,Traffic Light,2022-01-26 14:13:59,2022-01-26 18:25:09,Completed,102
253,Electricity,2020-03-26 11:19:15,2020-03-26 19:42:29,Completed,132
254,Traffic Light,1998-05-27 04:02:48,1998-05-27 06:11:42,Completed,138
255,Traffic Light,2005-10-12 02:34:00,2005-10-12 06:50:14,Completed,909
256,Electricity,2018-04-09 08:38:21,2018-04-09 18:43:36,Completed,78
257,Sewer,2023-08-22 06:12:57,2023-08-22 13:15:06,Completed,154
258,Electricity,2012-07-21 20:03:40,2012-07-22 01:25:39,Completed,933
259,Pipeline,2014-01-03 20:25:34,2014-01-04 00:37:49,Completed,220
260,Powerline,2008-11-15 17:29:57,2008-11-16 02:36:40,Completed,717
261,Powerline,2013-11-21 01:31:54,2013-11-21 11:48:08,Completed,990
262,Sewer,2002-08-05 12:39:21,2002-08-05 23:01:20,Completed,874
263,Powerline,2024-03-07 10:19:05,2024-03-07 12:38:21,Completed,5
264,Pipeline,1999-09-02 18:17:28,1999-09-02 20:23:24,Completed,410
265,Powerline,2012-08-11 09:22:54,2012-08-11 17:41:02,Completed,767
266,Pipeline,2020-05-17 15:18:51,2020-05-18 00:34:59,Completed,81
267,Sewer,1999-09-19 04:21:52,1999-09-19 12:46:05,Completed,440
268,Powerline,2016-03-10 17:21:25,2016-03-11 03:22:36,Completed,591
269,Powerline,2012-11-08 05:42:50,2012-11-08 16:00:57,Completed,291
270,Sewer,2009-03-28 04:36:12,2009-03-28 07:00:36,Completed,190
271,Electricity,1999-08-18 01:20:03,1999-08-18 02:50:57,Completed,977
272,Powerline,2002-04-30 11:34:44,2002-04-30 15:38:15,Completed,514
273,Traffic Light,2022-07-29 19:31:19,,In Progress,610
274,Pipeline,1999-10-08 03:33:22,1999-10-08 09:03:31,Completed,417
275,Sewer,2018-05-21 17:41:30,2018-05-21 21:04:50,Completed,664
276,Electricity,2004-02-20 05:33:38,2004-02-20 09:43:47,Completed,596
277,Traffic Light,2019-01-17 17:34:10,2019-01-17 21:36:32,Completed,465
278,Powerline,2023-02-12 13:21:18,2023-02-12 21:48:44,Completed,472
279,Traffic Light,2004-06-06 00:37:28,2004-06-06 08:55:11,Completed,395
280,Pipeline,2008-09-16 08:33:41,,In Progress,961
281,Powerline,2005-05-17 08:48:21,2005-05-17 10:58:13,Completed,347
282,Pipeline,2017-08-16 20:06:25,2017-08-17 05:08:14,Completed,291
283,Electricity,1998-01-12 19:52:59,1998-01-13 04:16:48,Completed,679
284,Road Construction,2011-03-05 22:47:29,2011-03-06 02:05:34,Completed,346
285,Traffic Light,2004-08-01 22:52:35,2004-08-02 04:59:19,Completed,380
286,Traffic Light,2016-12-10 23:46:51,2016-12-11 04:02:35,Completed,879
287,Road Construction,2016-05-19 05:59:15,2016-05-19 10:05:04,Completed,709
288,Road Construction,2017-12-04 12:27:00,2017-12-04 19:31:48,Completed,613
289,Pipeline,2006-05-19 07:23:09,2006-05-19 08:43:10,Completed,334
290,Electricity,2023-12-19 04:20:36,2023-12-19 06:37:04,Completed,807
291,Powerline,2023-10-16 10:00:30,2023-10-16 16:11:04,Completed,738
292,Electricity,2022-04-27 11:19:25,2022-04-27 13:23:36,Completed,280
293,Traffic Light,2000-10-02 14:30:01,2000-10-02 20:45:36,Completed,949
294,Sewer,2004-03-28 23:47:15,2004-03-29 09:09:23,Completed,776
295,Road Construction,2002-03-27 21:52:01,2002-03-28 04:18:58,Completed,246
296,Pipeline,2016-12-04 10:21:36,,Not Started,354
297,Pipeline,2013-06-24 11:00:01,2013-06-24 18:18:26,Completed,92
298,Electricity,2010-02-01 10:01:33,2010-02-01 12:23:52,Completed,85
299,Road Construction,1999-11-27 08:36:02,1999-11-27 10:45:56,Completed,862
300,Electricity,2008-05-09 02:04:27,2008-05-09 05:09:18,Completed,811
301,Sewer,2019-07-09 04:11:15,2019-07-09 11:38:17,Completed,753
302,Sewer,2004-07-02 02:43:44,2004-07-02 04:01:45,Completed,14
303,Road Construction,2018-04-01 02:39:42,2018-04-01 06:58:21,Completed,669
304,Traffic Light,2016-04-30 00:31:33,2016-04-30 09:37:12,Completed,965
305,Pipeline,1998-11-08 02:20:58,1998-11-08 06:40:30,Completed,527
306,Road Construction,2005-08-26 19:16:39,2005-08-27 00:38:38,Completed,461
307,Traffic Light,2022-01-13 12:29:45,2022-01-13 16:55:05,Completed,135
308,Powerline,2004-07-14 19:39:23,2004-07-15 02:53:26,Completed,248
309,Powerline,2007-03-22 00:29:17,2007-03-22 06:48:52,Completed,266
310,Electricity,2006-11-16 19:19:52,2006-11-17 04:40:23,Completed,315
311,Electricity,2016-10-17 12:26:50,2016-10-17 17:40:57,Completed,100
312,Electricity,2005-02-24 20:33:54,2005-02-24 21:44:44,Completed,293
313,Powerline,1999-06-05 21:32:47,1999-06-05 22:48:25,Completed,349
314,Pipeline,1999-12-26 01:43:51,1999-12-26 11:56:29,Completed,751
315,Powerline,2017-02-24 11:15:32,2017-02-24 15:34:14,Completed,576
316,Electricity,2016-01-08 09:06:19,2016-01-08 15:10:25,Completed,625
317,Sewer,2002-11-11 06:31:20,2002-11-11 14:37:25,Completed,138
318,Sewer,2022-08-21 18:59:25,2022-08-21 22:20:41,Completed,829
319,Powerline,2007-01-27 03:09:40,2007-01-27 13:20:44,Completed,467
320,Sewer,2001-12-15 15:29:54,,Not Started,796
321,Sewer,2009-01-14 01:36:34,2009-01-14 07:40:51,Completed,33
322,Powerline,2012-12-19 18:23:16,2012-12-20 00:31:45,Completed,900
323,Traffic Light,2001-08-23 18:15:06,2001-08-23 22:19:46,Completed,841
324,Pipeline,2023-06-18 02:42:31,2023-06-18 04:08:21,Completed,910
325,Pipeline,2008-06-07 20:51:45,2008-06-08 03:11:29,Completed,187
326,Traffic Light,2013-11-30 12:54:52,2013-11-30 23:04:25,Completed,248
327,Traffic Light,2003-02-01 09:51:47,2003-02-01 12:54:46,Completed,491
328,Traffic Light,2000-03-11 01:10:03,2000-03-11 07:15:13,Completed,624
329,Electricity,2018-02-01 08:10:57,2018-02-01 17:40:22,Completed,154
330,Powerline,2007-01-18 12:52:55,2007-01-18 16:55:41,Completed,186
331,Powerline,2007-09-30 05:15:38,2007-09-30 14:27:05,Completed,10
332,Road Construction,2016-12-04 09:36:23,2016-12-04 14:49:32,Completed,811
333,Electricity,1998-01-01 05:59:11,1998-01-01 09:08:55,Completed,279
334,Pipeline,2002-12-29 01:05:14,2002-12-29 04:10:02,Completed,735
335,Powerline,1997-10-25 07:32:44,1997-10-25 15:45:37,Completed,55
336,Electricity,2010-09-24 15:36:47,2010-09-24 21:59:40,Completed,195
337,Powerline,2014-05-21 12:39:25,2014-05-21 19:54:02,Completed,524
338,Electricity,2016-09-10 11:26:51,2016-09-10 17:44:49,Completed,966
339,Electricity,2010-02-21 16:34:27,2010-02-22 00:57:58,Completed,201
340,Road Construction,2017-07-23 08:04:39,2017-07-23 18:33:14,Completed,783
341,Powerline,2012-04-27 07:05:10,2012-04-27 13:27:04,Completed,805
342,Traffic Light,2020-06-19 13:03:06,,Not Started,943
343,Traffic Light,2002-08-19 11:00:32,2002-08-19 17:18:46,Completed,340
344,Electricity,2009-03-22 18:05:53,2009-03-23 02:23:41,Completed,613
345,Pipeline,2006-01-19 12:50:36,,Not Started,153
346,Pipeline,2001-11-14 21:31:42,2001-11-15 05:46:17,Completed,667
347,Sewer,2004-12-28 00:37:53,2004-12-28 10:06:50,Completed,510
348,Powerline,2003-04-04 13:33:12,2003-04-04 22:51:05,Completed,683
349,Pipeline,2002-09-06 05:27:19,2002-09-06 14:31:13,Completed,691
350,Road Construction,2015-03-16 13:18:57,2015-03-16 20:24:05,Completed,341
351,Sewer,2016-09-21 23:13:44,2016-09-22 04:17:20,Completed,563
352,Road Construction,2001-10-25 13:54:33,,Not Started,565
353,Road Construction,2018-10-28 08:32:38,2018-10-28 16:40:44,Completed,218
354,Pipeline,2011-05-05 17:05:34,2011-05-05 21:20:43,Completed,326
355,Pipeline,2021-06-18 10:23:49,2021-06-18 20:33:13,Completed,100
356,Traffic Light,1999-01-17 01:21:48,1999-01-17 04:46:46,Completed,925
357,Powerline,2013-08-04 21:12:28,2013-08-04 22:24:17,Completed,263
358,Powerline,2024-01-26 13:09:41,2024-01-26 15:18:34,Completed,362
359,Road Construction,2021-04-24 20:21:23,2021-04-25 05:51:02,Completed,454
360,Pipeline,2020-07-27 17:33:23,2020-07-28 01:37:58,Completed,473
