ID,Status,LastMaintenance,LocationID
302,Good,1999-01-15 08:08:02,392
303,Good,2018-07-16 02:33:03,439
304,Good,2017-12-21 21:33:18,126
305,Good,2015-02-18 21:08:29,902
306,Good,2009-07-21 10:46:09,414
307,Good,2012-04-04 08:51:56,814
308,Good,2012-06-26 02:15:37,78
309,Good,2018-11-26 23:26:45,771
310,Good,2023-11-01 04:50:14,915
311,Good,2003-03-17 01:53:42,680
312,Good,2001-01-10 13:38:56,104
313,Good,2011-05-24 14:42:04,502
314,Good,2022-07-14 12:58:49,576
315,Good,2021-08-28 07:53:12,221
316,Needs Maintenance,2012-08-20 15:14:03,516
317,Good,2003-03-12 06:18:57,906
318,Good,2022-04-18 23:55:30,937
319,Good,2008-07-07 01:55:18,441
320,Good,2022-02-12 01:22:18,845
321,Good,2015-12-06 09:24:39,904
322,Good,1998-06-23 06:15:30,512
323,Good,2021-12-31 19:15:18,505
324,Good,2015-12-21 13:04:10,277
325,Good,2009-08-27 23:48:28,398
326,Good,2012-09-13 23:03:15,616
327,Good,2005-03-16 15:37:57,289
328,Good,2014-12-09 15:44:52,537
329,Good,2023-10-14 14:24:49,394
330,Good,2008-06-30 09:23:18,322
331,Good,1998-08-10 14:47:58,831
332,Good,2007-11-19 03:08:05,386
333,Good,2018-08-26 05:30:47,395
334,Good,2017-05-23 08:35:04,677
335,Good,2022-08-16 08:00:02,989
336,Good,2023-01-07 06:03:32,87
337,Good,2020-10-04 05:35:43,965
338,Good,2012-08-01 17:57:56,419
339,Good,2019-12-29 04:23:07,380
340,Needs Maintenance,2007-09-04 14:17:29,227
341,Good,2005-07-22 08:02:42,417
342,Good,2005-08-12 21:10:33,1000
343,Good,2002-07-01 06:25:02,53
344,Good,2011-10-13 11:28:04,828
345,Good,2019-04-23 15:28:20,227
346,Good,2017-09-18 06:37:56,777
347,Good,2011-12-10 13:21:28,226
348,Good,2016-12-24 13:20:23,54
349,Good,2017-08-14 12:20:01,888
350,Good,2012-09-01 22:28:52,664
351,Good,2018-08-24 12:20:03,597
352,Good,2007-02-27 05:19:26,889
353,Good,2015-08-09 17:15:57,123
354,Good,2014-06-07 08:18:26,379
355,Good,2009-10-21 19:34:20,657
356,Good,2019-10-10 08:43:32,357
357,Good,2000-09-07 14:03:24,415
358,Good,2006-05-11 08:10:15,610
359,Good,2019-03-17 05:57:35,134
360,Good,2001-02-20 23:43:39,922
361,Good,2020-11-15 03:39:18,184
362,Good,2014-11-14 05:38:08,643
363,Good,2017-02-16 00:54:14,241
364,Good,2017-09-05 00:56:39,891
365,Good,2005-03-26 18:12:05,480
366,Good,2000-11-16 05:39:37,996
367,Good,2008-03-06 13:16:50,435
368,Good,2015-03-07 15:52:42,218
369,Good,2007-08-04 03:13:18,586
370,Good,2003-09-08 01:41:20,157
371,Good,2001-10-04 15:38:46,728
372,Good,2002-03-21 18:38:36,86
373,Good,2002-07-19 04:43:27,109
374,Good,2016-05-18 02:07:55,594
375,Good,2002-07-29 14:20:21,390
376,Good,2016-04-11 17:41:49,749
377,Good,2013-09-30 00:54:13,369
378,Good,2013-05-05 13:19:19,223
379,Needs Maintenance,2011-04-10 11:20:51,973
380,Good,1998-05-15 04:38:03,3
381,Good,2023-11-14 15:08:49,699
382,Good,2016-01-27 07:25:08,743
383,Good,2017-04-03 06:12:21,102
384,Good,2015-10-27 19:15:06,601
385,Good,2008-11-27 09:47:29,715
386,Needs Maintenance,2006-09-11 06:05:22,885
387,Good,2010-09-04 21:02:07,534
388,Needs Maintenance,2005-04-01 16:36:46,80
389,Good,2000-02-06 06:57:20,437
390,Good,2016-05-03 03:13:13,838
391,Good,2023-07-21 05:30:54,339
392,Good,2001-07-13 01:19:47,873
393,Good,2020-04-14 10:16:52,950
394,Good,2021-06-15 20:18:24,693
395,Good,2020-04-08 10:41:53,119
396,Needs Maintenance,1998-06-13 20:11:42,912
397,Good,1999-02-04 12:08:26,333
398,Good,2022-12-14 19:36:01,862
399,Good,,99
400,Good,2009-12-26 04:59:47,431
401,Good,,67
402,Good,2021-01-07 02:16:08,50
403,Good,2004-04-27 07:46:37,93
404,Good,2022-06-26 18:26:16,854
405,Good,2020-01-21 06:21:02,304
406,Good,2002-10-16 09:56:57,496
407,Good,1998-03-03 06:00:17,376
408,Good,2018-01-23 03:55:27,348
409,Good,1998-12-08 18:09:14,539
410,Good,2013-02-02 14:01:53,567
411,Good,2024-06-11 03:58:04,503
412,Good,1999-10-10 06:37:51,639
413,Good,2016-09-30 01:40:05,376
414,Good,2021-01-04 20:41:48,302
415,Good,,382
416,Good,2011-12-06 05:16:24,65
417,Good,2006-07-03 19:03:17,932
418,Good,2019-03-04 23:04:26,425
419,Good,2007-12-04 11:38:34,410
420,Good,2001-10-07 10:29:42,476
421,Good,2019-12-20 07:26:10,839
422,Good,2009-05-14 05:44:33,258
423,Good,2008-03-13 18:49:49,512
424,Good,2006-02-11 23:23:53,145
425,Good,2014-01-22 23:34:36,256
426,Good,1998-12-17 20:25:02,599
427,Good,2013-02-21 16:48:39,937
428,Needs Maintenance,2010-10-18 17:44:09,328
429,Good,2002-11-01 12:46:51,760
430,Good,2022-01-13 18:49:58,712
431,Good,2009-04-16 07:14:53,466
432,Good,2013-09-06 07:49:45,542
433,Good,2014-02-25 10:47:57,380
434,Good,1998-10-13 08:15:45,873
435,Good,2002-01-02 19:34:05,200
436,Good,2019-02-14 03:18:20,952
437,Good,2007-10-30 01:56:36,652
438,Good,2014-11-06 00:47:48,45
439,Good,2004-05-08 20:51:49,141
440,Good,2024-05-12 06:47:29,9
441,Good,,613
442,Good,2007-05-11 15:36:31,61
443,Good,2007-03-05 22:09:15,300
444,Good,2018-01-24 11:15:53,315
445,Good,2014-08-07 08:53:55,900
446,Good,2003-05-29 00:53:21,275
447,Good,2008-01-04 12:49:50,629
448,Good,2018-01-22 03:00:12,613
449,Good,2015-05-31 10:37:15,110
450,Good,2018-07-22 23:24:55,643
451,Good,2002-02-02 17:24:11,807
452,Good,1999-05-04 06:35:13,805
453,Good,2001-08-27 07:39:53,467
454,Good,2022-05-18 02:06:32,123
455,Good,2019-02-03 07:11:46,241
456,Good,2012-06-08 09:29:06,626
457,Good,2002-03-13 16:24:15,228
458,Good,2011-05-25 14:14:13,698
459,Good,2009-08-16 08:12:16,72
460,Good,1998-01-14 20:50:48,528
461,Good,2012-09-23 08:01:04,738
462,Good,2004-06-18 09:00:11,685
463,Good,2023-04-26 21:42:18,625
464,Good,2021-05-17 06:40:26,255
465,Good,2012-09-06 14:26:11,449
466,Good,2008-01-12 09:40:35,940
467,Good,2016-03-18 00:16:48,431
468,Good,2007-09-13 02:24:26,856
469,Needs Maintenance,2015-11-19 16:04:26,494
470,Good,2012-08-24 10:40:38,477
471,Good,2000-02-05 18:59:50,732
472,Good,2008-08-25 02:26:06,936
473,Good,2015-10-04 10:06:11,708
474,Good,2019-12-06 11:40:37,158
475,Good,2006-12-21 01:32:08,601
476,Good,2015-06-16 20:26:39,680
477,Good,2001-07-12 10:52:41,831
478,Good,2007-12-16 17:53:25,190
479,Good,2023-09-10 22:53:54,205
480,Good,2016-03-03 16:28:13,61
481,Needs Maintenance,2017-06-07 11:17:40,814
482,Good,2000-06-16 06:01:22,914
483,Good,1999-01-25 12:07:21,633
484,Good,2010-06-21 13:51:43,495
485,Good,2015-02-15 14:18:54,335
486,Good,2017-08-13 13:58:26,235
487,Good,2014-10-28 19:07:52,253
488,Good,2008-09-28 06:17:06,483
489,Good,2019-09-20 04:09:34,32
490,Needs Maintenance,2008-04-11 22:51:52,671
491,Good,2017-01-30 21:05:34,854
492,Good,2008-07-14 16:46:09,578
493,Good,2011-01-19 18:12:09,379
494,Good,2005-11-16 20:51:03,594
495,Good,2020-03-06 01:21:03,589
496,Good,1997-10-18 21:57:24,384
497,Good,2004-06-06 02:38:33,197
498,Good,2013-12-08 04:32:51,342
499,Good,1999-09-22 12:53:05,68
500,Good,2004-03-08 12:07:35,561
501,Good,2010-10-29 03:48:31,128
502,Good,2005-01-15 17:59:54,685
503,Good,2007-10-04 16:39:20,109
504,Good,,562
505,Good,2011-12-09 07:18:32,843
506,Good,2001-01-11 01:14:09,883
507,Good,,547
508,Good,2012-10-15 23:58:43,310
509,Good,2017-03-26 04:11:41,52
510,Good,1999-12-13 14:10:21,615
511,Good,2022-01-29 14:50:45,480
512,Good,2023-02-09 20:21:59,317
513,Good,2021-05-04 05:23:51,148
514,Good,2011-10-19 19:37:31,964
515,Needs Maintenance,2024-02-07 18:40:53,20
516,Good,2020-11-27 07:22:32,563
517,Good,2019-11-29 00:33:58,414
518,Good,2007-12-22 07:31:08,484
519,Good,2002-12-30 15:38:10,361
520,Good,2017-06-30 15:51:10,372
521,Good,,591
522,Good,2014-01-31 21:42:36,422
523,Good,2002-12-30 00:57:29,567
524,Good,2002-01-13 11:15:09,66
525,Needs Maintenance,2019-11-07 10:40:22,168
526,Good,2024-03-29 20:04:56,717
527,Good,2014-02-06 10:06:38,143
528,Good,2000-05-16 19:16:44,249
529,Good,2000-03-15 18:13:10,688
530,Good,2013-05-26 09:45:33,601
531,Good,2007-04-06 00:49:41,163
532,Good,2006-02-18 01:34:23,655
533,Good,1997-09-03 16:28:23,108
534,Good,2017-12-13 11:33:48,855
535,Good,2014-07-03 18:24:07,969
536,Good,2014-01-11 16:58:05,25
537,Good,2001-01-02 20:31:38,679
538,Good,2011-04-11 01:01:00,70
539,Good,2000-02-21 20:00:24,901
540,Good,1997-12-24 01:21:59,430
541,Good,2006-04-10 14:32:59,294
542,Good,2001-11-04 07:39:55,654
543,Good,2010-09-21 01:30:11,899
544,Good,2010-01-21 00:00:11,914
545,Good,2008-02-23 11:13:54,940
546,Good,2011-04-30 23:28:38,425
547,Good,2009-03-30 14:29:53,23
548,Good,2000-07-22 20:35:48,911
549,Needs Maintenance,2011-12-14 11:18:05,14
550,Good,2022-10-14 01:55:31,569
551,Good,2002-04-19 03:42:20,210
552,Needs Maintenance,2022-07-20 17:20:38,949
553,Good,2001-01-24 15:05:51,948
554,Good,2020-06-16 19:01:37,604
555,Good,2021-08-23 08:44:46,493
556,Good,2012-09-19 01:34:30,139
557,Good,2019-03-14 15:11:28,987
558,Good,2008-02-16 03:42:19,32
559,Good,1998-12-06 11:12:53,887
560,Good,1997-07-22 22:29:25,512
561,Good,2014-02-17 05:23:13,820
562,Good,2018-09-07 09:43:39,484
563,Good,2020-01-21 17:22:00,284
564,Needs Maintenance,2009-10-05 15:58:17,907
565,Good,2017-07-16 16:25:28,200
566,Needs Maintenance,2013-04-30 21:53:50,339
567,Good,2020-07-30 10:12:46,519
568,Needs Maintenance,2011-10-17 05:13:37,924
569,Good,2013-11-28 02:44:21,922
570,Needs Maintenance,2024-03-06 08:26:24,67
571,Good,2006-05-10 03:00:22,342
572,Good,2011-06-19 03:19:56,117
573,Good,2014-02-19 21:31:26,804
574,Good,2024-01-25 13:44:44,437
575,Good,2000-07-09 23:53:44,862
576,Good,1998-05-09 15:50:36,805
577,Good,2001-04-09 06:58:40,695
578,Good,2001-03-05 03:07:59,750
579,Good,2008-12-24 20:24:33,606
580,Good,2006-04-06 22:24:24,474
581,Good,2012-09-22 23:12:45,42
582,Good,1998-03-02 04:07:31,382
583,Good,2016-02-28 03:43:09,237
584,Good,2021-06-14 11:07:04,63
585,Good,2000-12-17 22:40:59,608
586,Good,2015-10-13 20:43:04,892
587,Good,2016-11-26 08:36:38,73
588,Good,2020-07-23 16:11:35,270
589,Good,2017-12-23 04:25:31,109
590,Good,2009-07-19 00:08:33,942
591,Good,2011-12-18 23:23:15,152
592,Good,2000-06-07 06:36:41,918
593,Good,2015-01-06 21:51:27,580
594,Good,2018-02-13 01:52:50,299
595,Good,2016-03-24 10:41:24,150
596,Good,2010-02-16 13:19:07,771
597,Good,2005-12-22 23:40:38,902
598,Good,2002-04-23 00:15:17,159
599,Good,2017-12-10 09:54:19,734
600,Good,2008-08-20 06:38:32,642
601,Good,2014-05-05 20:15:21,719
602,Good,1999-12-18 05:49:43,375
603,Needs Maintenance,2011-02-10 02:33:02,138
604,Good,2002-05-08 16:43:54,936
605,Good,2013-04-28 17:35:14,378
606,Good,2006-04-10 08:33:51,740
607,Good,2017-10-13 06:40:15,292
608,Good,2022-02-16 22:58:24,267
609,Good,2009-02-11 18:20:58,92
610,Good,2021-08-05 17:54:54,606
611,Good,2014-11-15 23:53:42,261
612,Good,2011-07-27 16:49:02,400
613,Good,1997-08-25 20:15:38,517
614,Good,2003-12-27 03:23:50,903
615,Good,2012-12-17 11:32:18,872
616,Good,2017-09-15 05:36:14,992
617,Good,2015-11-04 22:40:18,802
618,Good,2014-03-05 08:46:05,400
619,Good,2017-03-29 05:43:52,968
620,Good,2008-08-02 03:21:41,97
621,Good,2020-07-26 03:09:03,775
622,Good,2017-10-14 16:37:48,75
623,Good,2001-01-07 06:26:43,754
624,Good,2017-04-25 18:15:56,700
625,Good,2020-06-08 03:45:50,702
626,Good,2010-02-08 11:16:48,310
627,Good,2001-08-02 15:58:59,409
628,Good,1998-12-03 12:57:30,672
629,Good,2018-11-01 09:23:53,709
630,Good,1999-04-02 17:33:51,837
631,Good,2002-11-19 03:16:09,107
632,Good,2001-07-25 05:07:02,696
633,Good,2020-11-19 16:07:38,246
634,Good,2007-04-27 19:40:43,871
635,Good,2008-01-18 23:49:08,45
636,Good,2003-06-14 23:19:46,126
637,Needs Maintenance,2002-02-10 11:33:11,700
638,Good,2021-03-04 10:17:58,385
639,Good,2015-11-02 18:07:03,861
640,Good,2003-03-11 20:46:55,345
641,Good,2011-06-07 03:16:29,136
642,Good,2002-04-26 04:17:10,933
643,Good,2006-01-06 02:04:24,465
644,Good,2017-06-21 12:52:55,590
645,Good,2012-03-01 22:18:28,813
646,Good,2010-09-22 18:48:24,908
647,Good,2000-08-13 10:12:30,699
648,Good,2016-03-09 18:11:56,266
649,Good,2004-02-07 06:40:24,457
650,Good,2010-07-11 10:22:38,838
651,Good,2015-01-19 22:21:19,807
652,Good,2018-02-17 19:41:02,476
653,Good,2005-03-25 23:38:38,363
654,Good,1997-09-22 10:40:25,140
655,Good,2023-06-09 13:34:25,225
656,Good,2019-04-18 05:39:14,367
657,Good,2020-11-01 00:14:39,438
658,Good,2014-11-02 16:36:22,482
659,Good,2010-07-10 21:11:40,477
660,Good,2021-09-21 08:51:01,756
661,Good,2015-11-25 13:33:41,316
662,Good,2023-09-02 14:35:38,108
663,Good,2023-11-30 12:06:23,524
664,Good,2013-03-25 13:01:31,560
665,Good,2016-11-16 20:00:59,185
666,Good,2018-04-13 01:19:36,523
667,Good,2015-05-20 20:39:16,329
668,Good,2019-07-30 21:12:43,12
669,Good,2006-05-30 23:34:25,508
670,Good,2003-09-19 02:35:17,242
671,Good,2016-05-25 10:19:14,577
672,Good,2001-10-02 02:31:02,985
673,Good,2019-05-10 07:31:06,513
674,Good,2004-12-02 22:02:52,614
675,Good,2014-01-27 07:41:14,752
676,Good,2024-06-06 20:56:28,926
677,Good,2013-11-15 12:32:03,190
678,Good,,938
679,Good,2003-01-29 00:59:18,208
680,Good,2014-09-20 22:13:43,186
681,Good,2001-11-06 04:22:44,739
682,Good,2014-12-31 17:04:30,124
683,Good,2013-03-20 06:22:38,498
684,Good,2004-11-26 02:50:57,179
685,Good,2023-01-13 13:27:14,245
686,Good,2022-03-07 12:39:18,170
687,Good,,216
688,Good,2016-08-31 10:23:07,627
689,Good,2005-09-02 08:06:48,576
690,Good,2007-11-16 11:29:29,33
691,Needs Maintenance,2023-06-14 18:56:33,424
692,Good,2014-06-16 07:21:42,920
693,Good,2000-01-16 08:17:01,166
694,Good,2000-02-11 09:01:44,309
695,Good,2015-04-14 13:38:52,257
