144,17059 Grim Point,Smart City,OH,42536,40
145,97440 Bellgrove Plaza,Smart City,OH,42536,22
146,59068 Nelson Center,Smart City,OH,42536,30
147,94261 Monument Center,Smart City,OH,42536,17
148,2 Pankratz Pass,Smart City,OH,42536,17
149,75559 Packers Circle,Smart City,OH,42536,15
150,33 Graedel Street,Smart City,OH,42536,23
151,228 Steensland Drive,Smart City,OH,42536,32
152,152 Gina Crossing,Smart City,OH,42536,13
153,17 Ryan Center,Smart City,OH,42536,11
154,929 Jackson Court,Smart City,OH,42536,5
155,8 Loeprich Circle,Smart City,OH,42536,34
156,62 Truax Lane,Smart City,OH,42536,31
157,60 Sage Court,Smart City,OH,42536,20
158,21 Montana Way,Smart City,OH,42536,15
159,3922 Lotheville Terrace,Smart City,OH,42536,28
160,79 Macpherson Parkway,Smart City,OH,42536,19
161,71679 Iowa Parkway,Smart City,OH,42536,11
162,930 Esker Road,Smart City,OH,42536,36
163,4708 Hayes Terrace,Smart City,OH,42536,27
164,656 Dovetail Crossing,Smart City,OH,42536,29
165,8901 Springs Place,Smart City,OH,42536,4
166,6 Grover Circle,Smart City,OH,42536,22
167,1 Heffernan Point,Smart City,OH,42536,5
168,00665 Ridgeview Plaza,Smart City,OH,42536,23
169,80 Brickson Park Lane,Smart City,OH,42536,7
170,63710 Bartelt Plaza,Smart City,OH,42536,13
171,65676 Garrison Place,Smart City,OH,42536,4
172,41785 Sauthoff Drive,Smart City,OH,42536,2
173,4 Utah Street,Smart City,OH,42536,34
174,653 Everett Circle,Smart City,OH,42536,15
175,71237 Cherokee Court,Smart City,OH,42536,37
176,60964 Holmberg Avenue,Smart City,OH,42536,12
177,97 Eliot Junction,Smart City,OH,42536,11
178,23 Parkside Center,Smart City,OH,42536,25
179,435 La Follette Court,Smart City,OH,42536,18
180,25417 Farmco Court,Smart City,OH,42536,8
181,303 Cherokee Court,Smart City,OH,42536,9
182,7850 Arapahoe Trail,Smart City,OH,42536,13
183,9155 Del Mar Avenue,Smart City,OH,42536,13
184,363 Onsgard Street,Smart City,OH,42536,3
185,12 Utah Center,Smart City,OH,42536,9
186,95 Schiller Plaza,Smart City,OH,42536,20
187,45 Sauthoff Hill,Smart City,OH,42536,37
188,87296 Hazelcrest Trail,Smart City,OH,42536,11
189,74247 Portage Junction,Smart City,OH,42536,32
190,2 Mosinee Court,Smart City,OH,42536,37
191,50 La Follette Junction,Smart City,OH,42536,27
192,1910 Melody Junction,Smart City,OH,42536,33
193,712 Summit Court,Smart City,OH,42536,16
194,63378 Sage Alley,Smart City,OH,42536,24
195,935 Ridge Oak Way,Smart City,OH,42536,9
196,07845 Sunbrook Center,Smart City,OH,42536,38
197,6 Moose Court,Smart City,OH,42536,26
198,02088 Dunning Plaza,Smart City,OH,42536,21
199,365 Heath Trail,Smart City,OH,42536,33
200,8 Brickson Park Trail,Smart City,OH,42536,35
201,054 Di Loreto Point,Smart City,OH,42536,20
202,127 Milwaukee Hill,Smart City,OH,42536,4
203,1 Loomis Court,Smart City,OH,42536,4
204,73 Raven Circle,Smart City,OH,42536,15
205,007 Mayer Lane,Smart City,OH,42536,14
206,7431 Continental Trail,Smart City,OH,42536,26
207,87 Brown Crossing,Smart City,OH,42536,23
208,0079 Dwight Place,Smart City,OH,42536,3
209,11 Rutledge Alley,Smart City,OH,42536,3
210,3 Ridgeview Street,Smart City,OH,42536,30
211,8511 Dwight Drive,Smart City,OH,42536,15
212,7 Butterfield Court,Smart City,OH,42536,1
213,3 Cardinal Drive,Smart City,OH,42536,5
214,906 Del Sol Road,Smart City,OH,42536,27
215,93572 Starling Terrace,Smart City,OH,42536,15
216,0 Eagan Avenue,Smart City,OH,42536,34
217,32 Lindbergh Hill,Smart City,OH,42536,33
218,8 Erie Lane,Smart City,OH,42536,37
219,02 Elmside Drive,Smart City,OH,42536,34
220,74457 Birchwood Drive,Smart City,OH,42536,20
221,9 Esker Street,Smart City,OH,42536,25
222,6 Linden Point,Smart City,OH,42536,38
223,049 Heffernan Street,Smart City,OH,42536,33
224,03454 Lillian Pass,Smart City,OH,42536,23
225,59 Eliot Court,Smart City,OH,42536,32
226,1 Warrior Pass,Smart City,OH,42536,4
227,1 Union Alley,Smart City,OH,42536,9
228,11810 Bowman Drive,Smart City,OH,42536,30
229,872 Eggendart Point,Smart City,OH,42536,33
230,7 Golf View Hill,Smart City,OH,42536,29
231,36 Jackson Point,Smart City,OH,42536,29
232,5 Annamark Road,Smart City,OH,42536,35
233,509 Killdeer Court,Smart City,OH,42536,36
234,0 Fulton Parkway,Smart City,OH,42536,11
235,7738 Texas Place,Smart City,OH,42536,8
236,6711 Stang Lane,Smart City,OH,42536,4
237,7457 Lotheville Terrace,Smart City,OH,42536,1
238,027 Cody Hill,Smart City,OH,42536,24
239,072 Lake View Plaza,Smart City,OH,42536,10
240,73452 Gulseth Alley,Smart City,OH,42536,30
241,9166 3rd Junction,Smart City,OH,42536,17
242,2 Hooker Center,Smart City,OH,42536,38
243,3843 Elmside Place,Smart City,OH,42536,29
244,8 Springs Terrace,Smart City,OH,42536,34
245,45379 Hagan Parkway,Smart City,OH,42536,19
246,963 Anderson Crossing,Smart City,OH,42536,15
247,64294 Reindahl Court,Smart City,OH,42536,5
248,290 Parkside Crossing,Smart City,OH,42536,11
249,792 Eagan Hill,Smart City,OH,42536,30
250,2 Meadow Ridge Pass,Smart City,OH,42536,24
251,0 Gina Trail,Smart City,OH,42536,15
252,13190 Warrior Way,Smart City,OH,42536,14
253,8392 Moose Plaza,Smart City,OH,42536,11
254,5 Oxford Plaza,Smart City,OH,42536,15
255,1279 International Avenue,Smart City,OH,42536,1
256,97 Delaware Point,Smart City,OH,42536,18
257,17 Bunker Hill Junction,Smart City,OH,42536,14
258,9 Shoshone Point,Smart City,OH,42536,23
259,06415 Thompson Place,Smart City,OH,42536,14
260,08 Waywood Plaza,Smart City,OH,42536,14
261,1457 Fairfield Plaza,Smart City,OH,42536,19
262,89963 Bashford Point,Smart City,OH,42536,5
263,33 Atwood Terrace,Smart City,OH,42536,21
264,6040 Old Shore Lane,Smart City,OH,42536,36
265,0715 Oak Valley Crossing,Smart City,OH,42536,24
266,530 Dorton Trail,Smart City,OH,42536,15
267,0063 Starling Center,Smart City,OH,42536,4
268,1990 Cordelia Avenue,Smart City,OH,42536,31
269,23 Michigan Parkway,Smart City,OH,42536,24
270,97 Lakewood Gardens Parkway,Smart City,OH,42536,36
271,187 Hovde Alley,Smart City,OH,42536,1
272,14051 Portage Parkway,Smart City,OH,42536,1
273,6216 Corben Parkway,Smart City,OH,42536,14
274,479 Colorado Court,Smart City,OH,42536,38
275,959 Brickson Park Plaza,Smart City,OH,42536,38
276,29 Hayes Hill,Smart City,OH,42536,23
277,1 Lerdahl Park,Smart City,OH,42536,7
278,9 Karstens Circle,Smart City,OH,42536,32
279,2517 Caliangt Parkway,Smart City,OH,42536,22
280,13 Fieldstone Point,Smart City,OH,42536,20
281,1 Johnson Court,Smart City,OH,42536,13
282,176 Londonderry Plaza,Smart City,OH,42536,9
283,35 Cardinal Center,Smart City,OH,42536,22
284,516 Chinook Parkway,Smart City,OH,42536,14
285,71 Graceland Way,Smart City,OH,42536,13
286,324 Burning Wood Alley,Smart City,OH,42536,33
287,23794 Montana Street,Smart City,OH,42536,10
288,257 Golf View Avenue,Smart City,OH,42536,19
289,55665 Havey Avenue,Smart City,OH,42536,8
290,63 Packers Court,Smart City,OH,42536,21
291,27 Crownhardt Drive,Smart City,OH,42536,17
292,46 Elmside Road,Smart City,OH,42536,34
293,80 Homewood Place,Smart City,OH,42536,24
294,61 Maryland Alley,Smart City,OH,42536,17
295,58 Transport Hill,Smart City,OH,42536,21
296,3479 Pierstorff Center,Smart City,OH,42536,8
297,70 Dryden Place,Smart City,OH,42536,4
298,642 Homewood Crossing,Smart City,OH,42536,5
299,64874 Forest Dale Court,Smart City,OH,42536,6
300,24051 Stone Corner Center,Smart City,OH,42536,37
301,19 Sheridan Lane,Smart City,OH,42536,29
302,9 Haas Court,Smart City,OH,42536,30
303,05625 Armistice Lane,Smart City,OH,42536,28
304,87008 Carberry Point,Smart City,OH,42536,33
305,4922 Dixon Parkway,Smart City,OH,42536,29
306,6 Elmside Crossing,Smart City,OH,42536,34
307,3732 Bultman Circle,Smart City,OH,42536,1
308,943 Vermont Terrace,Smart City,OH,42536,14
309,4 Arrowood Junction,Smart City,OH,42536,38
310,07 Bultman Circle,Smart City,OH,42536,33
311,91 Dottie Place,Smart City,OH,42536,25
312,429 Oak Alley,Smart City,OH,42536,28
313,27362 Coleman Hill,Smart City,OH,42536,24
314,83632 Oxford Junction,Smart City,OH,42536,32
315,88535 Anniversary Street,Smart City,OH,42536,28
316,9 Oak Valley Circle,Smart City,OH,42536,1
317,11937 Lyons Hill,Smart City,OH,42536,34
318,550 Dawn Terrace,Smart City,OH,42536,25
319,254 Lyons Alley,Smart City,OH,42536,14
320,5409 Reinke Center,Smart City,OH,42536,37
321,88 Dennis Alley,Smart City,OH,42536,10
322,025 Sherman Alley,Smart City,OH,42536,9
323,490 Fallview Point,Smart City,OH,42536,3
324,12 Leroy Park,Smart City,OH,42536,8
325,71 Goodland Way,Smart City,OH,42536,11
326,0 Melvin Plaza,Smart City,OH,42536,39
327,0 Myrtle Avenue,Smart City,OH,42536,6
328,34295 Hermina Place,Smart City,OH,42536,19
329,6 Del Mar Court,Smart City,OH,42536,22
330,7 Pierstorff Parkway,Smart City,OH,42536,39
331,11708 Thackeray Street,Smart City,OH,42536,34
332,5 Manufacturers Point,Smart City,OH,42536,32
333,57078 Merchant Plaza,Smart City,OH,42536,26
334,3 Holy Cross Plaza,Smart City,OH,42536,34
335,6 Golf View Way,Smart City,OH,42536,20
336,5199 Kennedy Circle,Smart City,OH,42536,36
337,1818 Cordelia Pass,Smart City,OH,42536,19
338,3500 Northridge Road,Smart City,OH,42536,39
339,33 Dryden Alley,Smart City,OH,42536,18
340,21 Stang Alley,Smart City,OH,42536,38
341,44 Clemons Junction,Smart City,OH,42536,17
342,2439 Loomis Circle,Smart City,OH,42536,14
343,24871 Carberry Place,Smart City,OH,42536,3
344,36090 Fulton Alley,Smart City,OH,42536,8
345,9 Hagan Point,Smart City,OH,42536,22
346,14 Waywood Drive,Smart City,OH,42536,21
347,57 Straubel Alley,Smart City,OH,42536,5
348,3 Acker Plaza,Smart City,OH,42536,13
349,9742 Mayer Crossing,Smart City,OH,42536,29
350,6238 Gulseth Street,Smart City,OH,42536,17
351,3382 Gina Plaza,Smart City,OH,42536,3
352,868 Coolidge Way,Smart City,OH,42536,40
353,69 Northridge Terrace,Smart City,OH,42536,16
354,44910 Cascade Trail,Smart City,OH,42536,17
355,8 Banding Lane,Smart City,OH,42536,23
356,92559 Loomis Junction,Smart City,OH,42536,25
357,0068 Pleasure Road,Smart City,OH,42536,25
358,1242 Cordelia Trail,Smart City,OH,42536,14
359,53 Shoshone Road,Smart City,OH,42536,21
360,642 Sheridan Junction,Smart City,OH,42536,35
361,12729 Meadow Vale Trail,Smart City,OH,42536,36
362,0 Amoth Park,Smart City,OH,42536,33
363,33110 Continental Parkway,Smart City,OH,42536,7
364,0 Katie Street,Smart City,OH,42536,8
365,287 Merrick Point,Smart City,OH,42536,2
366,686 Morning Junction,Smart City,OH,42536,38
367,5597 Colorado Hill,Smart City,OH,42536,17
368,0 Orin Crossing,Smart City,OH,42536,4
369,0 Glacier Hill Alley,Smart City,OH,42536,27
370,6191 Ronald Regan Circle,Smart City,OH,42536,4
371,6 Reindahl Crossing,Smart City,OH,42536,21
372,69643 West Point,Smart City,OH,42536,25
373,552 Cascade Circle,Smart City,OH,42536,24
374,82068 Springview Avenue,Smart City,OH,42536,16
375,808 Kedzie Avenue,Smart City,OH,42536,27
376,1210 Crownhardt Pass,Smart City,OH,42536,16
377,2612 2nd Junction,Smart City,OH,42536,5
378,72077 Weeping Birch Trail,Smart City,OH,42536,34
379,59 Troy Avenue,Smart City,OH,42536,7
380,10 Mesta Parkway,Smart City,OH,42536,17
381,459 Warner Street,Smart City,OH,42536,28
382,2741 Brown Pass,Smart City,OH,42536,2
383,8 Monument Street,Smart City,OH,42536,8
384,70 Esker Junction,Smart City,OH,42536,20
385,213 Golf Course Point,Smart City,OH,42536,14
386,863 Packers Terrace,Smart City,OH,42536,9
387,7578 Sherman Lane,Smart City,OH,42536,2
388,6 Commercial Alley,Smart City,OH,42536,34
389,864 Pine View Lane,Smart City,OH,42536,27
390,112 Starling Parkway,Smart City,OH,42536,2
391,16863 Esker Avenue,Smart City,OH,42536,19
392,73 Brentwood Alley,Smart City,OH,42536,38
393,981 Kings Park,Smart City,OH,42536,22
394,766 Lillian Way,Smart City,OH,42536,11
395,938 Spenser Drive,Smart City,OH,42536,15
396,4 Old Shore Drive,Smart City,OH,42536,12
397,342 American Ash Trail,Smart City,OH,42536,11
398,74694 Garrison Street,Smart City,OH,42536,19
399,79 Autumn Leaf Avenue,Smart City,OH,42536,14
400,389 Calypso Park,Smart City,OH,42536,11
401,2681 Prentice Hill,Smart City,OH,42536,9
402,8 Derek Court,Smart City,OH,42536,13
403,0651 Ridgeway Alley,Smart City,OH,42536,29
404,406 Russell Parkway,Smart City,OH,42536,6
405,04 Ohio Park,Smart City,OH,42536,37
406,71809 Burrows Court,Smart City,OH,42536,30
407,57 Burrows Point,Smart City,OH,42536,21
408,3972 Claremont Circle,Smart City,OH,42536,12
409,4 Harbort Junction,Smart City,OH,42536,3
410,062 Lighthouse Bay Parkway,Smart City,OH,42536,7
411,6 Delaware Drive,Smart City,OH,42536,14
412,5032 Warrior Trail,Smart City,OH,42536,27
413,90025 Delaware Trail,Smart City,OH,42536,5
414,5386 Roth Hill,Smart City,OH,42536,5
415,737 American Trail,Smart City,OH,42536,21
416,108 Becker Street,Smart City,OH,42536,11
417,541 Duke Junction,Smart City,OH,42536,39
418,4 Fair Oaks Hill,Smart City,OH,42536,33
419,7295 Blue Bill Park Hill,Smart City,OH,42536,21
420,060 Linden Road,Smart City,OH,42536,37
421,8917 Novick Crossing,Smart City,OH,42536,32
422,8513 Lerdahl Terrace,Smart City,OH,42536,1
423,542 Del Mar Drive,Smart City,OH,42536,5
424,1302 Meadow Valley Street,Smart City,OH,42536,25
425,78092 Canary Lane,Smart City,OH,42536,10
426,18 Cherokee Trail,Smart City,OH,42536,31
427,11074 Manley Drive,Smart City,OH,42536,12
428,8 Dapin Plaza,Smart City,OH,42536,24
429,9 Fisk Plaza,Smart City,OH,42536,34
430,5 Montana Junction,Smart City,OH,42536,13
431,54 Hagan Alley,Smart City,OH,42536,6
432,2165 Almo Plaza,Smart City,OH,42536,19
433,258 Sachtjen Circle,Smart City,OH,42536,39
434,648 Tomscot Junction,Smart City,OH,42536,35
435,9 Cordelia Trail,Smart City,OH,42536,4
436,68 Kennedy Hill,Smart City,OH,42536,5
437,3944 School Terrace,Smart City,OH,42536,7
438,5727 Anhalt Terrace,Smart City,OH,42536,39
439,89 Carberry Road,Smart City,OH,42536,5
440,2 Coolidge Park,Smart City,OH,42536,24
441,91393 New Castle Pass,Smart City,OH,42536,5
442,815 Loeprich Park,Smart City,OH,42536,31
443,31073 Del Mar Hill,Smart City,OH,42536,8
444,4 Sycamore Court,Smart City,OH,42536,24
445,5 Dennis Plaza,Smart City,OH,42536,5
446,14813 Springview Pass,Smart City,OH,42536,24
447,499 Lighthouse Bay Road,Smart City,OH,42536,23
448,267 Walton Crossing,Smart City,OH,42536,7
449,8 Meadow Vale Crossing,Smart City,OH,42536,27
450,07140 Longview Lane,Smart City,OH,42536,40
451,5 Cambridge Plaza,Smart City,OH,42536,13
452,38 Green Plaza,Smart City,OH,42536,40
453,09 Shelley Plaza,Smart City,OH,42536,8
454,9 Valley Edge Way,Smart City,OH,42536,11
455,02 Hanson Crossing,Smart City,OH,42536,7
456,1484 Meadow Valley Point,Smart City,OH,42536,38
457,0 Merchant Court,Smart City,OH,42536,18
458,05234 Mariners Cove Crossing,Smart City,OH,42536,2
459,80 Warrior Place,Smart City,OH,42536,17
460,272 Glendale Drive,Smart City,OH,42536,17
461,162 Mifflin Hill,Smart City,OH,42536,34
462,74 Porter Road,Smart City,OH,42536,6
463,95 Lighthouse Bay Drive,Smart City,OH,42536,35
464,6 Pepper Wood Way,Smart City,OH,42536,5
465,6 Trailsway Road,Smart City,OH,42536,33
466,94403 East Crossing,Smart City,OH,42536,38
467,3180 La Follette Park,Smart City,OH,42536,16
468,64192 Lindbergh Trail,Smart City,OH,42536,6
469,146 Monterey Drive,Smart City,OH,42536,13
470,221 Moose Parkway,Smart City,OH,42536,26
471,36 Mallard Point,Smart City,OH,42536,6
472,8 Vermont Way,Smart City,OH,42536,7
473,3 Division Junction,Smart City,OH,42536,1
474,64923 Farwell Park,Smart City,OH,42536,32
475,7298 Washington Crossing,Smart City,OH,42536,34
476,3 Boyd Way,Smart City,OH,42536,5
477,474 Express Center,Smart City,OH,42536,22
478,43000 Northfield Way,Smart City,OH,42536,18
479,5 Bartillon Court,Smart City,OH,42536,22
480,033 Birchwood Alley,Smart City,OH,42536,4
481,94534 Mallory Point,Smart City,OH,42536,20
482,9161 Fair Oaks Crossing,Smart City,OH,42536,36
483,49370 Meadow Vale Circle,Smart City,OH,42536,20
484,3 Oak Valley Parkway,Smart City,OH,42536,23
485,3530 Redwing Trail,Smart City,OH,42536,21
486,7620 Commercial Circle,Smart City,OH,42536,16
487,3 Killdeer Pass,Smart City,OH,42536,11
488,951 Oakridge Way,Smart City,OH,42536,26
489,2729 Gale Drive,Smart City,OH,42536,18
490,388 Menomonie Pass,Smart City,OH,42536,30
491,43624 Gina Circle,Smart City,OH,42536,40
492,5960 Waywood Parkway,Smart City,OH,42536,36
493,8 Merrick Crossing,Smart City,OH,42536,20
494,24764 Hansons Place,Smart City,OH,42536,1
495,91562 Bartelt Circle,Smart City,OH,42536,17
496,2 Erie Way,Smart City,OH,42536,3
497,6409 Glacier Hill Court,Smart City,OH,42536,16
498,292 Manley Pass,Smart City,OH,42536,5
499,77 Lighthouse Bay Park,Smart City,OH,42536,18
500,883 Brentwood Avenue,Smart City,OH,42536,8
501,90487 Barby Lane,Smart City,OH,42536,36
502,24 Golf View Hill,Smart City,OH,42536,19
503,7 Muir Alley,Smart City,OH,42536,30
504,920 Oneill Parkway,Smart City,OH,42536,20
505,60 Monument Point,Smart City,OH,42536,23
506,7911 Magdeline Circle,Smart City,OH,42536,25
507,5 South Park,Smart City,OH,42536,32
508,531 Waywood Court,Smart City,OH,42536,3
509,945 Annamark Street,Smart City,OH,42536,1
510,24715 Stone Corner Center,Smart City,OH,42536,18
511,99656 Clemons Terrace,Smart City,OH,42536,32
512,54989 Laurel Terrace,Smart City,OH,42536,18
513,8 Forest Run Way,Smart City,OH,42536,35
514,126 Aberg Place,Smart City,OH,42536,9
515,6 Killdeer Street,Smart City,OH,42536,22
516,47 Elka Point,Smart City,OH,42536,17
517,2352 Hooker Junction,Smart City,OH,42536,5
518,812 Dixon Way,Smart City,OH,42536,8
519,957 Lotheville Center,Smart City,OH,42536,19
520,2479 Butternut Alley,Smart City,OH,42536,28
521,410 Lake View Lane,Smart City,OH,42536,17
522,66743 Claremont Hill,Smart City,OH,42536,11
523,23453 Jackson Avenue,Smart City,OH,42536,22
524,65953 2nd Plaza,Smart City,OH,42536,15
525,27 Colorado Way,Smart City,OH,42536,14
526,74436 Cambridge Terrace,Smart City,OH,42536,7
527,0004 Florence Avenue,Smart City,OH,42536,10
528,8456 American Ash Alley,Smart City,OH,42536,11
529,3904 East Trail,Smart City,OH,42536,3
530,41 Mayer Trail,Smart City,OH,42536,27
531,42761 Hoard Junction,Smart City,OH,42536,40
532,0 Nobel Avenue,Smart City,OH,42536,15
533,7303 Banding Trail,Smart City,OH,42536,3
534,0 Messerschmidt Place,Smart City,OH,42536,9
535,5791 Paget Road,Smart City,OH,42536,34
536,039 Arapahoe Alley,Smart City,OH,42536,28
537,7 Merry Pass,Smart City,OH,42536,37
538,9 Meadow Valley Circle,Smart City,OH,42536,5
539,980 Tennessee Alley,Smart City,OH,42536,28
540,4954 Shoshone Circle,Smart City,OH,42536,37
541,2 4th Way,Smart City,OH,42536,27
542,5360 Pond Road,Smart City,OH,42536,13
543,66 Buhler Way,Smart City,OH,42536,39
544,00160 Sutteridge Trail,Smart City,OH,42536,39
545,1743 Cambridge Circle,Smart City,OH,42536,6
546,7 Columbus Hill,Smart City,OH,42536,32
