127,2009-03-11 08:49:11,cJ1CDZ,Completed,727,108,,243,11
128,2001-07-22 16:53:08,U2 cOf 6q,Completed,184,539,193,,32
129,1998-10-01 23:17:57, 1k5 y06N Q0T dZU   S ,Completed,23,210,516,,32
130,2005-04-21 04:24:08, 5j0 F4X6R   B7sK 6 ,Completed,902,461,824,,50
131,2022-05-03 05:15:39,Nm9el1fZ7 f p  9 9J4,Completed,88,974,,371,24
132,2006-11-22 05:30:57, 3   b xKt ,Completed,612,941,,442,33
133,2019-11-10 17:28:03, VZuXg9c,Completed,260,382,355,,41
134,2012-12-24 00:41:31, jId 4ZS5PBh 0,Completed,554,905,870,,3
135,2005-11-23 05:40:40,   677V LB c 1J25 ,Completed,824,545,206,,35
136,2009-01-14 01:02:45,MjYs11c 2Vt 4E8oc7h  36,Completed,900,276,495,,25
137,2024-02-03 12:35:38,vm 8hTW2gT i i96L  yW85,Completed,990,974,938,,14
138,2015-09-12 03:23:40, 3 0Cys614TV7   6,Completed,392,250,845,,21
139,2001-11-02 13:58:31,8Pxa   1XjY3  F R,Completed,913,13,,293,8
140,2003-11-15 03:42:32,z13Zk 8 5mSxc 3 ,Completed,840,647,436,,16
141,2008-01-29 08:07:36,x2  l5Ll AR9Ne Cwdva4 i,Completed,364,110,,3,28
142,2019-05-31 01:19:30,  2zVLUX W  L fX  87 d,Completed,217,898,107,,43
143,2006-02-03 05:20:15,1tINKXK NV  o5k,Completed,672,765,156,,41
144,,9  8t71    893r2Rg,In Progress,218,105,978,,46
145,2012-01-27 18:21:20, ,Completed,384,984,854,,46
146,2010-07-12 08:08:36,V 0zT RW Z1 Q270,Completed,539,444,704,,9
147,2006-11-28 14:16:11,R,Completed,962,500,583,,36
148,2000-01-27 04:18:43,5LG p  H1,Completed,351,172,260,,31
149,2016-02-07 23:22:51, 82cd7671,Completed,920,590,206,,24
150,2018-03-17 12:14:52, DpE,Completed,513,837,99,,10
151,2001-02-02 01:13:00, X4nZN7 l wvh q,Completed,465,104,767,,30
152,2021-05-08 13:19:08, t EVS72  O8R,Completed,568,267,903,,22
153,2000-01-02 18:08:58,  4r T1h,Completed,89,294,,130,16
154,2012-04-16 22:56:00,58 qe lJ 5ioK7 9T,Completed,873,877,,232,32
155,2010-08-21 08:21:44,9   a0U8,Completed,212,728,131,,20
156,2004-06-15 00:10:41,9tOL 9A5  BZ41b Y4,Completed,204,70,446,,24
157,2003-01-09 00:40:14,1k  8Dui6 1 ,Completed,503,281,909,,13
158,2008-01-29 15:14:45,5H 7 aNy 7X 1  0J,Completed,622,749,919,,14
159,2009-07-30 21:17:55,Xy V2Z Imf7Kg 4e4,Completed,190,115,249,,1
160,2015-03-31 20:12:00,5k72  C JSoF9,Completed,319,970,,132,21
161,2004-03-19 14:52:21,k 7     0S j5 YCG4o1H,Completed,971,668,,676,29
162,2021-05-10 13:24:29, Ao,Completed,499,173,8,,23
163,,n IDVMN2 E u cv KtbS cbU,In Progress,834,746,169,,47
164,2015-10-25 06:42:14,8I  IK8 M,Completed,684,531,126,,37
165,2022-08-27 01:58:43, 2  2P k4i7 X  Tp2 93PyzG,Completed,672,15,272,,16
166,1999-12-11 15:51:36,B0 Qnyi,Completed,858,403,229,,16
167,2003-03-14 15:20:53,9kf96 P,Completed,477,917,831,,49
168,1997-11-21 06:49:56,Y   yJi84K,Completed,226,142,957,,32
169,2005-09-27 02:04:02,3  1KiWKkJ2 Bs,Completed,263,846,448,,7
170,1999-11-12 15:13:41, ph A m 2 b  L0 D 1ZaweGW,Completed,938,22,150,,23
171,2014-01-20 15:48:17, 2577XfEgX oI2G,Completed,472,194,553,,43
172,,XrxLw   s g  8,Not Started,258,928,654,,18
173,1998-04-08 20:58:22,0    615DcxW5Zk WreRj,Completed,994,34,440,,29
174,2015-10-25 08:10:16,i8oo  V,Completed,446,541,,736,4
175,2008-02-11 09:44:08,H9mdaU RcEr3M3cv L7 w  ,Completed,450,870,,819,43
176,2011-11-24 00:47:03,5s  O1743m S6,Completed,25,548,457,,22
177,2004-11-22 01:56:43,K URUz ,Completed,284,341,897,,2
178,2017-04-11 04:50:20,  AS D4mGC4 ,Completed,745,645,695,,20
179,2015-03-07 06:06:31,112,Completed,111,636,52,,16
180,2010-08-13 19:51:13,hy E yh7dM4,Completed,405,813,255,,11
181,2024-06-25 04:35:03,sT  7,Completed,434,580,,702,41
182,2007-01-04 02:41:03,54,Completed,588,307,259,,5
183,2007-04-22 11:46:06,Ez  X7KE3x2Z MG,Completed,38,146,,916,10
184,2022-12-21 17:40:21,v yFR tk53naF O,Completed,325,71,,659,43
185,2012-08-13 23:25:10,  FZ iXW H Q6h8 r h1N j,Completed,345,493,28,,48
186,2016-11-12 10:59:46,oCj  E6lA,Completed,31,894,,176,24
187,1998-01-05 13:53:18,i2Z50 g YcA71fbjKd2 ,Completed,157,784,505,,49
188,2017-11-24 03:32:40,L5auQ,Completed,149,498,430,,1
189,2013-09-24 10:07:10, U,Completed,519,181,395,,12
190,2007-05-20 17:19:33,E i9jj8d,Completed,8,527,380,,18
191,2012-12-23 19:44:22,anfpy qqr30RY a,Completed,472,867,,293,46
192,2005-08-20 14:53:20,x iZjZ 9 2A37 dvB0o7 2,Completed,871,689,900,,3
193,2011-01-03 16:54:08,l4  2PQd,Completed,40,710,52,,50
194,2018-06-22 23:36:21, jEV6a C  9K0wRMYn W,Completed,690,797,113,,43
195,2023-07-12 20:58:16,5MVn Ii w,Completed,798,677,374,,2
196,2022-02-07 01:22:47,WDdZdQmk P8XB zm0,Completed,342,85,,639,21
197,2004-05-03 16:18:14,  KsHI 9zBS,Completed,972,414,678,,45
198,2020-12-05 09:33:05,0IK,Completed,602,483,43,,24
199,2014-07-27 23:25:20,CU c ,Completed,742,565,,590,2
200,2018-05-23 01:44:55,2x3l7Joew,Completed,83,467,,987,27
201,2005-09-19 15:59:28,i9YP,Completed,667,737,75,,1
202,1999-04-05 15:57:35,y2236Bs6M  hF7XtV,Completed,724,113,298,,33
203,2008-09-20 16:53:57,jUgX,Completed,156,451,243,,43
204,2011-08-29 06:58:00,   9Sxk lGy,Completed,800,709,666,,14
205,2015-06-18 07:32:43,2 z,Completed,898,866,545,,12
206,,1,In Progress,487,181,465,,12
207,2003-06-15 09:04:20,E0m48fPLMlE a,Completed,222,819,90,,48
208,1998-02-09 23:23:28,D af ,Completed,174,483,330,,36
209,2008-11-21 19:31:39,cv  79 AK 0H6MP 0  W   ,Completed,455,743,801,,43
210,2016-02-12 11:42:35,dRW9 C2KwfZJ4P 8 6Ii OIP ,Completed,530,710,510,,10
211,2008-02-12 12:46:50,Hr   nw Y32p2yCN EHWe1 x,Completed,832,153,,380,22
212,,urhJ,In Progress,487,979,,579,39
213,2017-05-15 11:35:44,5f8I4 b xj28o 92 K1,Completed,657,815,77,,9
214,2001-02-27 20:48:41, 45dR7 5B6bpU6,Completed,612,409,354,,35
215,1998-04-25 23:44:23,H e017k e158D r,Completed,113,726,891,,45
216,2016-10-10 11:31:19,xCIx Y   0rb6wF,Completed,339,666,,619,18
217,2023-10-04 22:58:53,o q1 7 LCX,Completed,426,552,,831,47
218,2021-05-09 01:56:41,r9S1y 9wt2387t 1F  ,Completed,791,538,712,,40
219,,8 UFsn D Zs D64 NpDS3,Not Started,441,601,339,,50
220,2008-06-27 15:26:35,c  TJ5 V,Completed,751,844,,637,38
221,2013-10-01 19:37:54,yqhcPCP,Completed,272,951,442,,49
222,2016-05-21 22:04:41,SI TlCUh q1Q 3i5 nal DjG,Completed,10,459,410,,13
223,2007-06-25 15:26:50, 4Tf pw94FgOW  X4SOd28  ,Completed,333,727,26,,9
224,2000-12-31 11:01:52,6cdL0i4S     U0HfW gt7  e,Completed,387,885,33,,29
225,,4v242W S 6,Not Started,64,862,729,,23
226,1999-05-24 10:19:23,sb w fQFZR,Completed,727,303,479,,25
227,,2 s 9 tQ6w  4p,Not Started,797,903,20,,47
228,2006-03-23 16:13:07, 2mR6 9P1 ,Completed,467,642,182,,24
229,2007-05-16 06:27:02,2UV a443 EEpfC5yA y,Completed,464,311,662,,31
230,2021-03-11 22:55:17,2W t,Completed,671,887,270,,3
231,2024-04-14 09:24:41,   8l2i4l 9,Completed,608,859,126,,17
232,2009-08-13 09:23:10,H  8nZ3eE,Completed,835,652,865,,15
233,2010-12-27 02:42:48,7 t,Completed,20,724,907,,23
234,2013-01-14 05:24:37,9Ok   fmagXg9 rN  F  ,Completed,861,55,949,,29
235,2007-05-29 21:53:40,065M 5 gz25 W 9tTL4310I  ,Completed,167,442,,113,9
236,,ogEijlnCu01d  0 1Ej,In Progress,874,641,61,,47
237,2020-10-27 04:58:17,84 ,Completed,974,709,48,,15
238,2000-03-28 19:09:43, kX,Completed,863,564,,31,11
239,2020-06-17 05:39:19,KL TDR1sW ,Completed,532,703,889,,50
240,2002-05-25 09:48:22,K Tl158   CeokHN 3 7F,Completed,819,178,261,,25
241,2006-02-22 19:20:02,s O8HH ,Completed,591,841,240,,31
242,2014-06-01 11:43:40, 2wCn  2D0z    X,Completed,346,594,92,,49
243,1998-11-17 19:08:25, aSsw 0nNw Omt0,Completed,381,264,,977,47
244,2017-11-17 02:49:54,  YG9ac QK  qEIl,Completed,495,876,498,,31
245,2003-04-08 16:54:57,tG691EY WX n 5,Completed,638,499,46,,1
246,2017-08-16 04:53:55,T53 jM 07  ex,Completed,222,668,911,,5
247,2019-06-25 03:29:43,D  90NCNv,Completed,298,70,332,,17
248,2015-05-06 17:43:36, sPW9v  BpXQF2kL Mx,Completed,52,974,55,,25
249,2000-08-17 06:37:09,Cd8 U09 3  0Ac4 c 0 uvH,Completed,347,732,937,,17
250,2019-11-03 08:03:50,uP Da3mF,Completed,743,884,992,,26
251,2023-09-19 07:00:08,E3WxR1  S36a882j6V   cG,Completed,664,808,692,,41
252,2000-06-17 14:29:02,sK CFi  rYY   Z z,Completed,630,697,401,,45
253,2007-03-27 07:54:13,6XhN  N 7uA 3hb,Completed,286,98,151,,46
254,2000-12-15 18:30:26,i cc8,Completed,540,951,506,,6
255,2013-12-09 07:52:09, 4I HQ0 6 s4,Completed,40,270,745,,37
256,2003-08-16 19:42:21,T  o r84,Completed,481,421,886,,34
257,1997-07-23 17:04:01,b4jG 1B4 l1fPRw0Y 4,Completed,250,158,660,,4
258,2000-10-08 18:05:21,L3g xz m1N PNMB  ,Completed,668,626,310,,38
259,2022-08-12 02:08:41,u ,Completed,443,579,717,,17
260,2009-07-18 18:32:54, sm6xo9Jc8K7vr65 ,Completed,848,855,442,,23
261,2002-05-11 02:17:03,AgC9x ,Completed,89,328,858,,19
262,2009-03-18 11:09:42,6Gee zVPt s8i c 7 W6bEz,Completed,382,59,516,,27
263,2023-07-25 13:59:11,Re6 Lvn105C9f ,Completed,834,269,93,,44
264,2002-12-01 16:22:09,11 5Ma i n K2L1  X42  7k3,Completed,456,121,688,,30
265,2018-08-04 22:14:55,da2a0j28 YZYgg941e A78  ,Completed,620,739,,16,5
266,2009-02-24 10:30:37,WDsCq16YUQD 3  s C8 2u6,Completed,846,828,226,,16
267,2022-03-31 13:51:07,jS nc4Ml w  0YT110e,Completed,620,208,48,,8
268,2009-12-29 09:00:31,Nd18N r8v V 8,Completed,815,358,1000,,11
269,2015-11-09 17:12:35,86,Completed,37,712,266,,23
270,2001-05-06 20:20:46,81bkS6vsjKksi  ,Completed,850,421,,58,42
271,2018-01-06 21:33:35,S46a,Completed,787,775,919,,42
272,2004-09-11 05:25:45,OV fGBJ ,Completed,677,632,519,,16
273,2021-06-24 01:51:57,n3sB1,Completed,516,487,472,,10
274,2015-10-01 04:59:16,4K97,Completed,157,572,680,,20
275,1997-12-10 06:40:33,LPixU,Completed,793,310,229,,1
276,2014-02-17 16:45:36,m tHr  2 o,Completed,510,406,939,,42
277,2001-02-06 12:20:20,C ,Completed,573,109,676,,35
278,1999-12-16 22:52:17,Nh  W Z1W p   r50s2 R4 ,Completed,108,561,,659,27
279,2021-07-20 21:09:46,AF ,Completed,755,930,,618,46
280,2003-08-10 21:36:39,6G79rSE  k  fdZ6o  p8,Completed,983,255,897,,48
281,2012-10-08 15:20:11,4  nTAIOgs,Completed,369,624,512,,10
282,2015-03-16 11:09:38,28v,Completed,538,642,,873,46
283,2011-08-28 19:31:48,9Ajv o3  9Bcx r4 5,Completed,84,166,,796,21
284,2015-09-16 04:55:04,6  c U98Q,Completed,215,113,613,,4
285,2019-01-19 17:56:57, ,Completed,197,944,,890,18
286,2005-08-29 13:00:08,k   0A 5c  SK57ExEspJ,Completed,382,944,,740,35
287,2020-01-18 12:22:18,9OjtC7cO34 ,Completed,991,491,853,,11
288,,6 B 9d ,Not Started,753,716,794,,41
289,2018-07-20 08:42:46,3YK,Completed,798,189,101,,50
290,2006-06-24 16:01:53, 1 s ,Completed,510,489,,208,40
291,2012-08-12 17:29:29, 1  glsqO9O695,Completed,419,594,912,,19
292,2004-10-11 06:51:41,0sW913Uy6M62lG 7f ,Completed,180,129,428,,36
293,2009-11-26 15:22:40, bR  Nu3  44n 4Ks183JfU,Completed,416,234,827,,16
294,2012-05-24 08:58:34,NgTW X4 z5Mb86B2j9,Completed,869,577,122,,39
295,2010-09-07 00:46:46,h4zxb3 JA1B 0tB,Completed,6,366,14,,15
296,1997-12-09 12:33:58,uT e P Bm dV2R,Completed,174,586,830,,1
297,2008-02-04 01:42:47, X z K Rr LY6UB 8R b2,Completed,682,650,456,,15
298,2011-08-18 15:18:25,Xt7v4HROn 5z5 m LY,Completed,242,502,601,,36
299,2011-04-07 09:53:41, Uk,Completed,242,506,238,,35
300,2000-04-05 12:58:02,K77 ,Completed,282,418,375,,5
301,2000-07-30 00:28:06,D8u,Completed,776,356,814,,14
302,2023-06-28 06:29:24,64nfM,Completed,453,831,964,,46
303,2007-10-13 12:25:58, b az4 4v r4Gd50  t26JqI5,Completed,314,344,12,,40
304,2000-09-16 14:18:44,SKi00Wgoi43 ,Completed,695,960,158,,12
305,2000-12-17 21:15:47,6anD NLH ,Completed,46,73,326,,23
306,2015-03-26 03:05:29,h  K47A ,Completed,944,345,708,,13
307,2006-10-20 23:01:58,t 8 HRVIY560W1P2P 5sTlc,Completed,404,130,255,,6
308,1998-05-14 00:47:26,M W O4d ,Completed,480,967,514,,10
309,2003-02-21 08:10:07,fv w  74z yIc2 5,Completed,878,178,201,,34
310,2007-07-31 13:49:21,M 6Zx9QT 9X0ra zG  t5,Completed,892,61,967,,25
311,2023-02-26 13:24:07,YH kV 27Fu0Di,Completed,808,980,717,,4
312,, 5w   ,In Progress,159,243,503,,3
313,1997-11-20 07:40:01,8sbd6qpu,Completed,380,697,801,,7
314,, dtZj 70S IS 7  xqgjmf ,In Progress,14,625,217,,23
315,2019-11-30 16:08:16,3H8 G i    ,Completed,745,879,554,,14
316,2016-08-13 18:11:12,9kFY,Completed,398,139,347,,26
317,2014-06-19 12:14:25,L49qI3 3p U 0597,Completed,686,316,407,,9
318,2012-04-23 17:06:37,MmWkJx6v  5Koa0K,Completed,84,118,73,,48
319,2014-08-29 22:39:15,97 d 894,Completed,101,488,142,,40
320,2011-03-10 10:59:05, 7g534qG59 f TsxByj,Completed,534,20,,945,14
321,2008-02-28 09:30:08,5,Completed,283,427,,557,44
322,1999-08-16 17:26:59,y8z8U 2,Completed,63,580,165,,33
323,1997-08-02 20:46:07,C0k,Completed,152,781,953,,20
324,,8AT l3C12,In Progress,75,101,731,,19
325,2016-08-27 08:07:50,3e p6,Completed,307,753,22,,24
326,2003-06-13 20:29:08,VlQG tEHZbQLR,Completed,768,181,599,,24
327,2013-07-15 06:30:18,80q3fI07y3h,Completed,152,552,216,,4
328,2019-06-17 18:46:30,Kb,Completed,257,716,560,,14
329,2010-05-11 09:11:46,mw 5 mj3,Completed,484,356,,261,27
330,2019-06-30 06:09:50,9si1  gGA  v XX ujq1g,Completed,193,609,457,,6
331,2004-02-08 05:58:24, GtB7 f3h QxT S0K5I51y,Completed,177,509,97,,49
332,,67  ,In Progress,584,493,,688,42
333,2014-05-11 13:51:38,J3A1q6 Vrf B77Ft Ly,Completed,936,217,808,,11
334,2006-07-26 14:13:25,xC36E M 664 X  Hn6F,Completed,480,637,276,,47
335,2020-04-15 00:48:28,6 B2  B Ci ,Completed,531,659,453,,30
336,2009-09-29 16:39:38,3  5b4nH,Completed,152,546,402,,46
337,2017-08-18 10:18:00,Ygn0Q1 u93      Xk,Completed,439,925,483,,32
338,2010-06-06 05:31:45,7 8,Completed,443,161,147,,2
339,2017-03-11 07:30:53,7PJGv VBOAVT xzwrT ,Completed,255,521,279,,10
340,2015-01-22 11:58:28,H41DSN 7 B y0nZBm ,Completed,264,967,269,,17
341,2004-02-08 11:51:56,DV3Dim W9  43Wj DW ,Completed,113,867,791,,18
342,2019-10-08 21:56:30,9u U i IvD  80 ewS u,Completed,357,492,,271,23
343,,0ynN,In Progress,298,684,33,,48
344,2015-09-18 03:26:51,MlXF0a0yt f,Completed,289,805,978,,12
345,2023-11-13 15:27:09,Y81hSH6AY ,Completed,606,120,241,,13
346,2004-05-20 17:07:49,    34B7s,Completed,685,294,,47,33
347,2001-01-26 06:27:44,Vu,Completed,514,710,780,,10
348,2007-12-07 19:55:53,0Z 9sW,Completed,105,321,70,,49
349,2004-11-02 01:34:58, 41  6eW PE0 oWnv1u3 Q6W,Completed,10,581,694,,42
350,1998-10-10 14:33:56,Xt oxkj2o2LRO8  ARyr80,Completed,335,146,360,,47
351,,q3FVd1eX6 3w4,In Progress,237,638,999,,33
352,2001-10-27 18:05:34,x80A23  Pz 5  t l6,Completed,970,935,214,,10
353,2006-07-29 06:13:41, 16e m1d 5f7 2Q7 5 ,Completed,237,140,,503,13
354,2005-08-02 06:26:51,ovc b ,Completed,985,25,214,,47
355,2010-09-21 14:14:54,0 Z3t1Q2Ry,Completed,303,926,737,,44
356,2017-06-30 12:54:01, kg k,Completed,870,764,,963,4
